city,city_ascii,state_id,state_name,county_name,lat,lng,ranking,id
Prairie City,Prairie City,OR,Oregon,Grant,44.4611,-118.7094,3,1840019983
Etna,Etna,CA,California,Siskiyou,41.4582,-122.8945,3,1840020103
Mesa,Mesa,WA,Washington,Franklin,46.5735,-119.0013,3,1840019887
Phil Campbell,Phil Campbell,AL,Alabama,Franklin,34.3519,-87.7072,3,1840016626
Morrison,Morrison,TN,Tennessee,Warren,35.6048,-85.9117,3,1840016269
Vermontville,Vermontville,MI,Michigan,Eaton,42.627,-85.0249,3,1840011087
Brownsville,Brownsville,WI,Wisconsin,Dodge,43.6147,-88.4953,3,1840002736
Moores Hill,Moores Hill,IN,Indiana,Dearborn,39.1129,-85.0892,3,1840009624
Chester Hill,Chester Hill,PA,Pennsylvania,Clearfield,40.8903,-78.2293,3,1840003489
Indianola,Indianola,CA,California,Humboldt,40.8133,-124.0808,3,1840026322
Fuller Acres,Fuller Acres,CA,California,Kern,35.3023,-118.9143,3,1840026944
Corriganville,Corriganville,MD,Maryland,Allegany,39.6947,-78.797,3,1840024419
Goldsboro,Goldsboro,PA,Pennsylvania,York,40.1542,-76.7515,3,1840001448
Farmersville,Farmersville,IL,Illinois,Montgomery,39.4412,-89.6521,3,1840012639
Erick,Erick,OK,Oklahoma,Beckham,35.2156,-99.8686,3,1840020438
Dongola,Dongola,IL,Illinois,Union,37.3599,-89.1654,3,1840013008
Walnut,Walnut,MS,Mississippi,Tippah,34.9497,-88.9236,3,1840016518
Garibaldi,Garibaldi,OR,Oregon,Tillamook,45.5607,-123.9112,3,1840019926
Tyrone,Tyrone,NM,New Mexico,Grant,32.7099,-108.3028,3,1840025078
Wadsworth,Wadsworth,NV,Nevada,Washoe,39.6322,-119.2901,3,1840018710
Brantleyville,Brantleyville,AL,Alabama,Shelby,33.2196,-86.882,3,1840022963
Brenda,Brenda,AZ,Arizona,La Paz,33.6721,-113.9379,3,1840022876
Tetherow,Tetherow,OR,Oregon,Deschutes,44.0389,-121.3667,4,1840040452
North Light Plant,North Light Plant,NM,New Mexico,San Juan,36.867,-108.033,4,1840040159
Attapulgus,Attapulgus,GA,Georgia,Decatur,30.7495,-84.4839,3,1840013898
Attica,Attica,OH,Ohio,Seneca,41.0634,-82.8873,3,1840011717
Presque Isle Harbor,Presque Isle Harbor,MI,Michigan,Presque Isle,45.3226,-83.4858,4,1840039592
Ocracoke,Ocracoke,NC,North Carolina,Hyde,35.1264,-75.9212,3,1840013427
Alexis,Alexis,IL,Illinois,Warren,41.063,-90.5555,3,1840010324
Pavo,Pavo,GA,Georgia,Thomas,30.9597,-83.738,3,1840014994
Wilson,Wilson,LA,Louisiana,East Feliciana,30.9236,-91.109,3,1840018215
Ravine,Ravine,PA,Pennsylvania,Schuylkill,40.5686,-76.3937,3,1840005213
New Kingstown,New Kingstown,PA,Pennsylvania,Cumberland,40.2311,-77.0728,3,1840005485
South Cle Elum,South Cle Elum,WA,Washington,Kittitas,47.1862,-120.9526,3,1840022304
Summerton,Summerton,SC,South Carolina,Clarendon,33.6013,-80.3527,3,1840016787
Beaverdale,Beaverdale,IA,Iowa,Des Moines,40.8539,-91.2072,3,1840026382
Watauga,Watauga,TN,Tennessee,Carter,36.3687,-82.2919,3,1840015278
Montcalm,Montcalm,WV,West Virginia,Mercer,37.3516,-81.2513,3,1840006400
Rushford Village,Rushford Village,MN,Minnesota,Fillmore,43.8033,-91.7915,3,1840009015
Terrytown,Terrytown,NE,Nebraska,Scotts Bluff,41.8465,-103.6706,3,1840011397
Briaroaks,Briaroaks,TX,Texas,Johnson,32.4958,-97.3033,3,1840019466
Science Hill,Science Hill,KY,Kentucky,Pulaski,37.1741,-84.6329,3,1840015256
La Puerta,La Puerta,TX,Texas,Starr,26.3468,-98.7505,3,1840018317
Gideon,Gideon,MO,Missouri,New Madrid,36.4489,-89.9128,3,1840008800
Central Valley,Central Valley,UT,Utah,Sevier,38.6991,-112.0967,3,1840022479
Freeport,Freeport,MI,Michigan,Barry,42.7642,-85.316,3,1840011088
Greenwood,Greenwood,FL,Florida,Jackson,30.8727,-85.1612,3,1840017152
Ponca,Ponca,NE,Nebraska,Dixon,42.5649,-96.7092,3,1840000422
El Paso,El Paso,AR,Arkansas,White,35.1153,-92.0812,3,1840001765
Santa Clara,Santa Clara,TX,Texas,Guadalupe,29.5911,-98.1614,3,1840022212
Cotton Valley,Cotton Valley,LA,Louisiana,Webster,32.8135,-93.4228,3,1840016935
Cyril,Cyril,OK,Oklahoma,Caddo,34.8985,-98.203,3,1840021764
Buena Vista,Buena Vista,CA,California,Amador,38.2975,-120.9174,3,1840022499
Lidgerwood,Lidgerwood,ND,North Dakota,Richland,46.0738,-97.1451,3,1840000233
Stillmore,Stillmore,GA,Georgia,Emanuel,32.441,-82.2145,3,1840015785
Nuangola,Nuangola,PA,Pennsylvania,Luzerne,41.1583,-75.9781,3,1840000764
Holland,Holland,AR,Arkansas,Faulkner,35.166,-92.277,3,1840014599
Blanchardville,Blanchardville,WI,Wisconsin,Lafayette,42.8094,-89.8606,3,1840003097
Glen St. Mary,Glen St. Mary,FL,Florida,Baker,30.2752,-82.1604,3,1840017191
Fox River,Fox River,AK,Alaska,Kenai Peninsula,59.8722,-150.9984,3,1840023671
New Hamilton,New Hamilton,MS,Mississippi,Monroe,33.7435,-88.4389,3,1840025865
Eastborough,Eastborough,KS,Kansas,Sedgwick,37.6856,-97.2591,3,1840008703
Valier,Valier,IL,Illinois,Franklin,38.0176,-89.0438,3,1840012956
Twin Valley,Twin Valley,MN,Minnesota,Norman,47.2588,-96.2592,3,1840009966
Haviland,Haviland,KS,Kansas,Kiowa,37.6173,-99.1059,3,1840001691
Rolla,Rolla,KS,Kansas,Morton,37.1179,-101.6318,3,1840009908
Reece City,Reece City,AL,Alabama,Etowah,34.0772,-86.0345,3,1840017965
Bendersville,Bendersville,PA,Pennsylvania,Adams,39.9815,-77.2494,3,1840000677
McKenzie,McKenzie,AL,Alabama,Butler,31.5429,-86.7246,3,1840017055
North Pearsall,North Pearsall,TX,Texas,Frio,28.9216,-99.095,3,1840019686
Bolton,Bolton,OH,Ohio,Stark,40.9431,-81.1253,3,1840094069
Brighton,Brighton,IA,Iowa,Washington,41.1747,-91.8212,3,1840004897
Silverhill,Silverhill,AL,Alabama,Baldwin,30.5455,-87.7506,3,1840018194
Gustavus,Gustavus,AK,Alaska,Hoonah-Angoon,58.4275,-135.7492,3,1840023313
Bay View,Bay View,OH,Ohio,Erie,41.468,-82.825,3,1840011543
Congerville,Congerville,IL,Illinois,Woodford,40.6168,-89.2051,3,1840011942
Timber Lakes,Timber Lakes,UT,Utah,Wasatch,40.4733,-111.2533,3,1840037250
Siren,Siren,WI,Wisconsin,Burnett,45.7826,-92.3823,3,1840001993
Woonsocket,Woonsocket,SD,South Dakota,Sanborn,44.0541,-98.2724,3,1840002535
Turbeville,Turbeville,SC,South Carolina,Clarendon,33.8895,-80.0161,3,1840016788
Bowen,Bowen,IL,Illinois,Hancock,40.2321,-91.0633,3,1840012102
Belle Center,Belle Center,OH,Ohio,Logan,40.509,-83.7453,3,1840012149
Yah-ta-hey,Yah-ta-hey,NM,New Mexico,McKinley,35.6291,-108.7927,3,1840019094
Hosford,Hosford,FL,Florida,Liberty,30.3944,-84.8034,3,1840026011
Queen City,Queen City,MO,Missouri,Schuyler,40.4126,-92.5663,3,1840009412
Barboursville,Barboursville,VA,Virginia,Orange,38.1704,-78.2831,3,1840116754
Sandy Hook,Sandy Hook,KY,Kentucky,Elliott,38.0929,-83.124,3,1840015210
Branchville,Branchville,NJ,New Jersey,Sussex,41.1471,-74.7494,3,1840000785
Andover,Andover,OH,Ohio,Ashtabula,41.6066,-80.5686,3,1840010172
Jetmore,Jetmore,KS,Kansas,Hodgeman,38.0301,-99.9098,3,1840008670
Tortugas,Tortugas,NM,New Mexico,Doña Ana,32.2697,-106.7546,2,1840082799
Henefer,Henefer,UT,Utah,Summit,41.0137,-111.4931,3,1840021347
Piney View,Piney View,WV,West Virginia,Raleigh,37.835,-81.1275,3,1840038161
Peñasco,Penasco,NM,New Mexico,Taos,36.1703,-105.6908,3,1840019009
Salome,Salome,AZ,Arizona,La Paz,33.7778,-113.606,3,1840019269
Perry,Perry,MO,Missouri,Ralls,39.43,-91.6662,3,1840009563
Avon,Avon,SD,South Dakota,Bon Homme,43.0052,-98.0593,3,1840003067
Murray,Murray,CT,Connecticut,Greater Bridgeport,41.1974,-73.2895,3,1840044893
Minor Hill,Minor Hill,TN,Tennessee,Giles,35.0424,-87.1654,3,1840014574
Smiths Grove,Smiths Grove,KY,Kentucky,Warren,37.0503,-86.2083,3,1840015261
Rich Creek,Rich Creek,VA,Virginia,Giles,37.3831,-80.8203,3,1840006435
Yates City,Yates City,IL,Illinois,Knox,40.7776,-90.0139,3,1840011768
Fleming,Fleming,CO,Colorado,Logan,40.6821,-102.8396,3,1840021379
Isle,Isle,MN,Minnesota,Mille Lacs,46.1389,-93.4592,3,1840007762
Eldorado,Eldorado,OH,Ohio,Preble,39.9044,-84.6752,3,1840012495
Overton,Overton,NE,Nebraska,Dawson,40.7405,-99.5374,3,1840011829
Hester,Hester,LA,Louisiana,St. James,30.0277,-90.771,4,1840039401
Wonewoc,Wonewoc,WI,Wisconsin,Juneau,43.6531,-90.2239,3,1840002225
La Rue,La Rue,OH,Ohio,Marion,40.578,-83.3821,3,1840012027
Myrtle,Myrtle,MS,Mississippi,Union,34.5605,-89.1179,3,1840016618
Montrose,Montrose,IA,Iowa,Lee,40.5258,-91.416,3,1840008323
Pickensville,Pickensville,AL,Alabama,Pickens,33.2336,-88.2744,4,1840005373
Desoto Acres,Desoto Acres,FL,Florida,Sarasota,27.3823,-82.5167,3,1840143093
Greenville,Greenville,CA,California,Plumas,40.1336,-120.9454,3,1840017519
Folsom,Folsom,LA,Louisiana,St. Tammany,30.631,-90.1941,3,1840018223
Blairstown,Blairstown,IA,Iowa,Benton,41.906,-92.0821,3,1840006983
Wood Heights,Wood Heights,MO,Missouri,Ray,39.3414,-94.1635,3,1840010644
Lecompte,Lecompte,LA,Louisiana,Rapides,31.0881,-92.4,3,1840017099
Niota,Niota,TN,Tennessee,McMinn,35.5171,-84.5499,3,1840014549
Sugar City,Sugar City,CO,Colorado,Crowley,38.2328,-103.6633,3,1840022512
Gaston,Gaston,IN,Indiana,Delaware,40.314,-85.501,3,1840010460
Blue Berry Hill,Blue Berry Hill,TX,Texas,Bee,28.3855,-97.7921,3,1840037033
Robbinsville,Robbinsville,NC,North Carolina,Graham,35.3217,-83.8094,3,1840017858
Aulander,Aulander,NC,North Carolina,Bertie,36.228,-77.1136,3,1840015333
Chippewa Lake,Chippewa Lake,OH,Ohio,Medina,41.0737,-81.9047,3,1840010295
Walden,Walden,CO,Colorado,Jackson,40.7316,-106.2814,3,1840022404
Miracle Valley,Miracle Valley,AZ,Arizona,Cochise,31.3829,-110.1485,3,1840023089
Apple Canyon Lake,Apple Canyon Lake,IL,Illinois,Jo Daviess,42.4302,-90.1642,3,1840026205
Lashmeet,Lashmeet,WV,West Virginia,Mercer,37.4228,-81.1967,3,1840038147
Bluffs,Bluffs,IL,Illinois,Scott,39.7494,-90.5352,3,1840012564
Rockford,Rockford,IN,Indiana,Jackson,38.9859,-85.8868,3,1840001812
Cherokee,Cherokee,KS,Kansas,Crawford,37.345,-94.8215,3,1840007590
Gratis,Gratis,OH,Ohio,Preble,39.6485,-84.5286,3,1840012493
Marquette,Marquette,KS,Kansas,McPherson,38.5555,-97.8344,3,1840008635
Refton,Refton,PA,Pennsylvania,Lancaster,39.9474,-76.2386,3,1840024343
Sharpsville,Sharpsville,IN,Indiana,Tipton,40.3797,-86.0869,3,1840010449
Dighton,Dighton,KS,Kansas,Lane,38.481,-100.4663,3,1840007477
Granite,Granite,UT,Utah,Salt Lake,40.5686,-111.8011,3,1840037156
New Florence,New Florence,PA,Pennsylvania,Westmoreland,40.379,-79.0751,3,1840001150
Chatom,Chatom,AL,Alabama,Washington,31.4691,-88.246,4,1840001112
Loon Lake,Loon Lake,WA,Washington,Stevens,48.0661,-117.6288,3,1840023998
Lake City,Lake City,MI,Michigan,Missaukee,44.3297,-85.2085,3,1840002514
Hollow Creek,Hollow Creek,KY,Kentucky,Jefferson,38.1526,-85.6244,3,1840014306
Juniata,Juniata,NE,Nebraska,Adams,40.5903,-98.5069,3,1840012037
Lake View,Lake View,SC,South Carolina,Dillon,34.3405,-79.1664,3,1840016615
Oxford,Oxford,IA,Iowa,Johnson,41.7228,-91.7911,3,1840009231
Welling,Welling,OK,Oklahoma,Cherokee,35.8808,-94.8712,3,1840019080
Cynthiana,Cynthiana,IN,Indiana,Posey,38.1872,-87.7086,3,1840009838
Sunset Village,Sunset Village,GA,Georgia,Upson,32.8946,-84.4057,3,1840013796
Ducor,Ducor,CA,California,Tulare,35.8927,-119.047,3,1840019031
Antelope,Antelope,SD,South Dakota,Todd,43.3087,-100.6306,3,1840004261
East Vandergrift,East Vandergrift,PA,Pennsylvania,Westmoreland,40.5973,-79.563,3,1840001135
Appling,Appling,GA,Georgia,Columbia,33.5588,-82.3183,3,1840029376
Palatine Bridge,Palatine Bridge,NY,New York,Montgomery,42.9143,-74.5756,3,1840004406
Aquasco,Aquasco,MD,Maryland,Prince George's,38.5913,-76.7074,3,1840024539
Villa Hugo I,Villa Hugo I,PR,Puerto Rico,Canóvanas,18.3976,-65.8908,2,1630149260
Rocky Fork Point,Rocky Fork Point,OH,Ohio,Highland,39.1878,-83.4901,3,1840034400
Park City,Park City,KY,Kentucky,Barren,37.0934,-86.0486,3,1840014395
Waverly Hall,Waverly Hall,GA,Georgia,Harris,32.6837,-84.7378,3,1840016960
Holiday Lakes,Holiday Lakes,OH,Ohio,Huron,41.0923,-82.7292,4,1840042971
Diamondville,Diamondville,WY,Wyoming,Lincoln,41.7772,-110.5357,3,1840021293
Elizabeth,Elizabeth,WV,West Virginia,Wirt,39.0616,-81.3979,3,1840005929
Vici,Vici,OK,Oklahoma,Dewey,36.1488,-99.2994,3,1840022698
Boyle,Boyle,MS,Mississippi,Bolivar,33.7065,-90.7249,3,1840015627
Tuxedo Park,Tuxedo Park,NY,New York,Orange,41.2007,-74.206,3,1840004878
Belfield,Belfield,ND,North Dakota,Stark,46.886,-103.1952,3,1840001937
Gilmer Park,Gilmer Park,IN,Indiana,St. Joseph,41.6198,-86.2517,4,1840056224
Massieville,Massieville,OH,Ohio,Ross,39.2631,-82.9659,3,1840034205
Howells,Howells,NE,Nebraska,Colfax,41.7241,-97.0043,3,1840011447
Varna,Varna,NY,New York,Tompkins,42.4525,-76.4383,3,1840085670
Oneida Castle,Oneida Castle,NY,New York,Oneida,43.0812,-75.6331,3,1840004208
Jonesburg,Jonesburg,MO,Missouri,Montgomery,38.8546,-91.3028,3,1840008554
Bentleyville,Bentleyville,OH,Ohio,Cuyahoga,41.4121,-81.4121,3,1840003398
Doyline,Doyline,LA,Louisiana,Webster,32.525,-93.4118,3,1840018063
White Haven,White Haven,MT,Montana,Lincoln,48.3478,-115.516,3,1840023750
Belle Fontaine,Belle Fontaine,AL,Alabama,Mobile,30.492,-88.1131,4,1840023701
Iron River,Iron River,WI,Wisconsin,Bayfield,46.5671,-91.4069,3,1840026071
Camden,Camden,MI,Michigan,Hillsdale,41.755,-84.7562,3,1840010155
Highland Hills,Highland Hills,OH,Ohio,Cuyahoga,41.4507,-81.5191,3,1840003393
Morrison,Morrison,OK,Oklahoma,Noble,36.2927,-97.0276,3,1840022652
Iron Station,Iron Station,NC,North Carolina,Lincoln,35.4515,-81.1568,3,1840025819
Midland,Midland,MD,Maryland,Allegany,39.5896,-78.9486,3,1840005626
Sterling,Sterling,NE,Nebraska,Johnson,40.4612,-96.3776,3,1840012170
Clear Lake,Clear Lake,MN,Minnesota,Sherburne,45.4464,-93.9986,3,1840006699
Shelby,Shelby,IA,Iowa,Pottawattamie,41.5067,-95.4506,3,1840009213
Santa Margarita,Santa Margarita,CA,California,San Luis Obispo,35.3895,-120.6081,3,1840024942
Clarks Hill,Clarks Hill,IN,Indiana,Tippecanoe,40.2472,-86.7243,3,1840009425
Tonica,Tonica,IL,Illinois,LaSalle,41.2159,-89.0702,3,1840011541
Ramona,Ramona,OK,Oklahoma,Washington,36.5367,-95.9264,3,1840021601
Sewickley Hills,Sewickley Hills,PA,Pennsylvania,Allegheny,40.568,-80.1271,3,1840001261
Holdingford,Holdingford,MN,Minnesota,Stearns,45.7304,-94.4714,3,1840006686
Shannon,Shannon,IL,Illinois,Carroll,42.1525,-89.7402,3,1840011241
Findlay,Findlay,IL,Illinois,Shelby,39.5223,-88.7546,3,1840012588
Seven Mile Ford,Seven Mile Ford,VA,Virginia,Smyth,36.8139,-81.6309,3,1840026900
Bantam,Bantam,CT,Connecticut,Northwest Hills,41.7247,-73.2422,3,1840004768
Lake Tanglewood,Lake Tanglewood,TX,Texas,Randall,35.057,-101.7817,3,1840037025
Corbin City,Corbin City,NJ,New Jersey,Atlantic,39.3046,-74.7199,3,1840003794
North City,North City,IL,Illinois,Franklin,37.9918,-89.0635,4,1840073817
Galena,Galena,MD,Maryland,Kent,39.3425,-75.8787,3,1840005796
Valle Hill,Valle Hill,PR,Puerto Rico,Canóvanas,18.3953,-65.894,2,1630149263
Tuscola,Tuscola,TX,Texas,Taylor,32.2115,-99.7983,3,1840022092
Condon,Condon,OR,Oregon,Gilliam,45.2366,-120.186,3,1840018547
Boswell,Boswell,IN,Indiana,Benton,40.5173,-87.3754,3,1840009403
Millwood,Millwood,NY,New York,Westchester,41.1947,-73.7964,3,1840033915
Chiloquin,Chiloquin,OR,Oregon,Klamath,42.5764,-121.8677,3,1840018651
Magnolia,Magnolia,KY,Kentucky,Larue,37.45,-85.7401,3,1840026825
Kimball,Kimball,MN,Minnesota,Stearns,45.3143,-94.3008,3,1840007784
Donovan Estates,Donovan Estates,AZ,Arizona,Yuma,32.7094,-114.6781,3,1840075311
Remy,Remy,OK,Oklahoma,Sequoyah,35.4578,-94.4984,3,1840034582
Sanders,Sanders,AZ,Arizona,Apache,35.2095,-109.3224,3,1840022626
Charlotte Court House,Charlotte Court House,VA,Virginia,Charlotte,37.0563,-78.6377,3,1840006465
DeBordieu Colony,DeBordieu Colony,SC,South Carolina,Georgetown,33.3707,-79.1776,3,1840148886
Minneola,Minneola,KS,Kansas,Clark,37.4421,-100.0131,3,1840008753
Brimfield,Brimfield,IL,Illinois,Peoria,40.8379,-89.8827,3,1840010353
Roff,Roff,OK,Oklahoma,Pontotoc,34.6286,-96.8412,3,1840021837
Selby,Selby,SD,South Dakota,Walworth,45.5057,-100.0329,3,1840002085
Bella Villa,Bella Villa,MO,Missouri,St. Louis,38.5436,-90.2855,3,1840007448
Maringouin,Maringouin,LA,Louisiana,Iberville,30.4907,-91.5185,3,1840017192
Parkin,Parkin,AR,Arkansas,Cross,35.2629,-90.553,3,1840014579
Klemme,Klemme,IA,Iowa,Hancock,43.0097,-93.6013,3,1840007989
Latimer,Latimer,IA,Iowa,Franklin,42.763,-93.3658,3,1840008036
La Cueva,La Cueva,NM,New Mexico,Santa Fe,35.5776,-105.7339,3,1840153128
Brent,Brent,OK,Oklahoma,Sequoyah,35.364,-94.788,3,1840034627
North Freedom,North Freedom,WI,Wisconsin,Sauk,43.459,-89.8603,3,1840002724
Nelliston,Nelliston,NY,New York,Montgomery,42.9318,-74.6099,3,1840004405
Carlsbad,Carlsbad,TX,Texas,Tom Green,31.6112,-100.6406,3,1840025954
Pioneer Junction,Pioneer Junction,MT,Montana,Lincoln,48.3157,-115.5182,3,1840023746
Bancroft,Bancroft,WI,Wisconsin,Portage,44.3093,-89.5073,3,1840024098
North Philipsburg,North Philipsburg,PA,Pennsylvania,Centre,40.9092,-78.2087,3,1840005158
Bettsville,Bettsville,OH,Ohio,Seneca,41.244,-83.2338,3,1840011718
Gates,Gates,TN,Tennessee,Lauderdale,35.8406,-89.4081,3,1840016245
Foreston,Foreston,MN,Minnesota,Mille Lacs,45.7321,-93.7095,3,1840007760
Coldwater,Coldwater,KS,Kansas,Comanche,37.2582,-99.3378,3,1840007624
Arlee,Arlee,MT,Montana,Lake,47.1678,-114.0838,3,1840017330
Many Farms,Many Farms,AZ,Arizona,Apache,36.3532,-109.6271,3,1840017674
Washington Boro,Washington Boro,PA,Pennsylvania,Lancaster,40.0017,-76.4671,3,1840024348
Mullan,Mullan,ID,Idaho,Shoshone,47.4687,-115.7963,3,1840019798
Leawood,Leawood,MO,Missouri,Newton,37.0333,-94.4948,3,1840013044
Helena,Helena,MS,Mississippi,Jackson,30.4881,-88.5056,3,1840013931
Hanover,Hanover,KS,Kansas,Washington,39.8934,-96.8753,3,1840007287
Beemer,Beemer,NE,Nebraska,Cuming,41.9298,-96.8091,3,1840011361
Frankfort,Frankfort,KS,Kansas,Marshall,39.7039,-96.4169,3,1840008424
Derby Line,Derby Line,VT,Vermont,Orleans,45.0008,-72.1035,3,1840004049
Napakiak,Napakiak,AK,Alaska,Bethel,60.6923,-161.9822,3,1840023361
Wall Lake,Wall Lake,IA,Iowa,Sac,42.2675,-95.0932,3,1840010098
Renaissance at Monroe,Renaissance at Monroe,NJ,New Jersey,Middlesex,40.2634,-74.4807,3,1840144114
Oconomowoc Lake,Oconomowoc Lake,WI,Wisconsin,Waukesha,43.0975,-88.4521,3,1840003028
Corsica,Corsica,SD,South Dakota,Douglas,43.4223,-98.4073,3,1840000362
Albany,Albany,IL,Illinois,Whiteside,41.7861,-90.2163,3,1840010175
Braymer,Braymer,MO,Missouri,Caldwell,39.5905,-93.7961,3,1840005588
South Coffeyville,South Coffeyville,OK,Oklahoma,Nowata,36.9921,-95.6219,3,1840022594
South La Paloma,South La Paloma,TX,Texas,Jim Wells,27.8947,-97.9685,3,1840041548
Orleans,Orleans,IA,Iowa,Dickinson,43.4512,-95.099,3,1840009026
Lakeville,Lakeville,IN,Indiana,St. Joseph,41.5286,-86.2745,3,1840009242
Castlewood,Castlewood,SD,South Dakota,Hamlin,44.7242,-97.0309,3,1840002298
Forest Hill,Forest Hill,LA,Louisiana,Rapides,31.047,-92.5258,3,1840018179
Augusta,Augusta,IL,Illinois,Hancock,40.2307,-90.95,3,1840012100
Goose Creek Lake,Goose Creek Lake,MO,Missouri,St. Francois,37.9828,-90.3408,3,1840146620
Lewis Run,Lewis Run,PA,Pennsylvania,McKean,41.87,-78.6588,3,1840000526
Forest Junction,Forest Junction,WI,Wisconsin,Calumet,44.2139,-88.1496,3,1840023996
Meadville,Meadville,MS,Mississippi,Franklin,31.472,-90.8931,3,1840017092
Virgin,Virgin,UT,Utah,Washington,37.1979,-113.2071,3,1840022561
Swea City,Swea City,IA,Iowa,Kossuth,43.3834,-94.3104,3,1840009022
Bowmans Addition,Bowmans Addition,MD,Maryland,Allegany,39.6863,-78.7551,3,1840031477
Butte Creek Canyon,Butte Creek Canyon,CA,California,Butte,39.7489,-121.6968,4,1840042807
Artemus,Artemus,KY,Kentucky,Knox,36.8351,-83.8413,3,1840026893
Clearbrook,Clearbrook,MN,Minnesota,Clearwater,47.6962,-95.4293,3,1840006607
Prewitt,Prewitt,NM,New Mexico,McKinley,35.3682,-108.0748,3,1840033625
Screven,Screven,GA,Georgia,Wayne,31.484,-82.0171,3,1840015857
Swink,Swink,CO,Colorado,Otero,38.0141,-103.6283,3,1840022528
Salcha,Salcha,AK,Alaska,Fairbanks North Star,64.5274,-146.9042,4,1840037687
Vernon,Vernon,FL,Florida,Washington,30.6197,-85.7062,3,1840015906
Solis,Solis,TX,Texas,Cameron,26.1708,-97.844,3,1840037077
Mount Morris,Mount Morris,PA,Pennsylvania,Greene,39.7342,-80.0755,3,1840026594
Arcadia,Arcadia,OH,Ohio,Hancock,41.1079,-83.5147,3,1840010312
Sonora,Sonora,KY,Kentucky,Hardin,37.5319,-85.8947,3,1840015217
Peña Blanca,Pena Blanca,NM,New Mexico,Sandoval,35.5709,-106.3319,3,1840019063
Ivalee,Ivalee,AL,Alabama,Etowah,34.0372,-86.1472,3,1840022890
Circle City,Circle City,AZ,Arizona,Maricopa,33.8149,-112.581,3,1840016914
Chaires,Chaires,FL,Florida,Leon,30.4421,-84.1269,3,1840028649
Francis Creek,Francis Creek,WI,Wisconsin,Manitowoc,44.2006,-87.7209,3,1840002211
Kasota,Kasota,MN,Minnesota,Le Sueur,44.2916,-93.969,3,1840007884
Kiowa,Kiowa,OK,Oklahoma,Pittsburg,34.723,-95.9025,3,1840021815
Tumalo,Tumalo,OR,Oregon,Deschutes,44.1561,-121.328,3,1840023977
Farina,Farina,IL,Illinois,Fayette,38.8302,-88.7796,3,1840012734
Batavia,Batavia,MT,Montana,Flathead,48.1778,-114.4107,3,1840032772
Sedley,Sedley,VA,Virginia,Southampton,36.7753,-76.9862,3,1840026906
Lincoln Heights,Lincoln Heights,OH,Ohio,Richland,40.7673,-82.4795,3,1840153069
McGregor,McGregor,IA,Iowa,Clayton,43.0246,-91.1819,3,1840008015
Davenport,Davenport,OK,Oklahoma,Lincoln,35.7094,-96.7645,3,1840021711
Ida,Ida,MI,Michigan,Monroe,41.9063,-83.5719,3,1840031627
Chaumont,Chaumont,NY,New York,Jefferson,44.0676,-76.1302,3,1840004126
Patterson Heights,Patterson Heights,PA,Pennsylvania,Beaver,40.739,-80.3263,3,1840001029
McDonald Chapel,McDonald Chapel,AL,Alabama,Jefferson,33.519,-86.9385,3,1840013725
Duck,Duck,NC,North Carolina,Dare,36.1836,-75.7559,3,1840016158
Wilton,Wilton,AL,Alabama,Shelby,33.0813,-86.8799,3,1840016851
Seven Mile,Seven Mile,OH,Ohio,Butler,39.4858,-84.5523,3,1840012609
Burke,Burke,SD,South Dakota,Gregory,43.1827,-99.2923,3,1840002862
Tekonsha,Tekonsha,MI,Michigan,Calhoun,42.0964,-84.9903,3,1840011202
Lacomb,Lacomb,OR,Oregon,Linn,44.5844,-122.7417,3,1840023942
Cobb,Cobb,CA,California,Lake,38.8356,-122.723,3,1840017546
Neopit,Neopit,WI,Wisconsin,Menominee,44.9877,-88.8227,3,1840004030
Trimont,Trimont,MN,Minnesota,Martin,43.7611,-94.7162,3,1840010045
Hermitage,Hermitage,MO,Missouri,Hickory,37.9443,-93.3257,3,1840007554
Tohatchi,Tohatchi,NM,New Mexico,McKinley,35.8423,-108.7503,3,1840019091
Bucklin,Bucklin,KS,Kansas,Ford,37.5488,-99.6343,3,1840007562
Sheatown,Sheatown,PA,Pennsylvania,Luzerne,41.1938,-76.0188,3,1840035193
Lynch,Lynch,KY,Kentucky,Harlan,36.9641,-82.9138,3,1840015265
Pecan Hill,Pecan Hill,TX,Texas,Ellis,32.4907,-96.7813,3,1840020760
Mandaree,Mandaree,ND,North Dakota,McKenzie,47.7358,-102.6756,3,1840003997
Leeton,Leeton,MO,Missouri,Johnson,38.5834,-93.6953,3,1840008578
Rote,Rote,PA,Pennsylvania,Clinton,41.0781,-77.4114,3,1840026318
Dryden,Dryden,VA,Virginia,Lee,36.7764,-82.9433,3,1840006531
Fairfield,Fairfield,PA,Pennsylvania,Adams,39.7891,-77.3698,3,1840000682
Woodmere,Woodmere,OH,Ohio,Cuyahoga,41.4598,-81.4799,3,1840003421
Rockvale,Rockvale,CO,Colorado,Fremont,38.3644,-105.1646,3,1840021494
Elmwood,Elmwood,WI,Wisconsin,Pierce,44.78,-92.1491,3,1840002284
Pennville,Pennville,IN,Indiana,Jay,40.4919,-85.147,3,1840010421
Browns Crossing,Browns Crossing,IN,Indiana,Morgan,39.4064,-86.5056,4,1840054381
Minkler,Minkler,CA,California,Fresno,36.7276,-119.4589,3,1840024779
Revloc,Revloc,PA,Pennsylvania,Cambria,40.4914,-78.7637,3,1840026422
